COUNTY,MP_NOHSDP,STATE
CHESTER,1.6,PENNSYLVANIA
MONTGOMERY,2,PENNSYLVANIA
MONTGOMERY,2.6,PENNSYLVANIA
MONTGOMERY,2.4,PENNSYLVANIA
CRAWFORD,1.9,PENNSYLVANIA
DELAWARE,2.3,PENNSYLVANIA
PHILADELPHIA,2.3,PENNSYLVANIA
ADAMS,2.8,PENNSYLVANIA
INDIANA,1.8,PENNSYLVANIA
ALLEGHENY,1.7,PENNSYLVANIA
ELK,2,PENNSYLVANIA
BUCKS,3,PENNSYLVANIA
MONTGOMERY,3.2,PENNSYLVANIA
ALLEGHENY,2.4,PENNSYLVANIA
LUZERNE,2.9,PENNSYLVANIA
ALLEGHENY,2.6,PENNSYLVANIA
DELAWARE,1.7,PENNSYLVANIA
BERKS,3,PENNSYLVANIA
BUCKS,3.1,PENNSYLVANIA
BEAVER,3.2,PENNSYLVANIA
BLAIR,3.1,PENNSYLVANIA
BERKS,3.5,PENNSYLVANIA
YORK,2,PENNSYLVANIA
SCHUYLKILL,3.8,PENNSYLVANIA
LUZERNE,3,PENNSYLVANIA
WASHINGTON,2.1,PENNSYLVANIA
LANCASTER,1.9,PENNSYLVANIA
BUCKS,3.1,PENNSYLVANIA
NORTHAMPTON,1.9,PENNSYLVANIA
MONTGOMERY,2.9,PENNSYLVANIA
ALLEGHENY,2.9,PENNSYLVANIA
DAUPHIN,2.2,PENNSYLVANIA
ALLEGHENY,4,PENNSYLVANIA
DELAWARE,2.8,PENNSYLVANIA
DELAWARE,1.6,PENNSYLVANIA
LEBANON,2.8,PENNSYLVANIA
LANCASTER,2.9,PENNSYLVANIA
MONTGOMERY,2.4,PENNSYLVANIA
ALLEGHENY,2.3,PENNSYLVANIA
CENTRE,3,PENNSYLVANIA
PHILADELPHIA,1.4,PENNSYLVANIA
ALLEGHENY,2.4,PENNSYLVANIA
CUMBERLAND,3.4,PENNSYLVANIA
ALLEGHENY,0.9,PENNSYLVANIA
MONTGOMERY,2,PENNSYLVANIA
CHESTER,1.7,PENNSYLVANIA
BUCKS,0.8,PENNSYLVANIA
ALLEGHENY,0.5,PENNSYLVANIA
MONROE,3,PENNSYLVANIA
LYCOMING,2.9,PENNSYLVANIA
BERKS,2.7,PENNSYLVANIA
CHESTER,1.4,PENNSYLVANIA
LANCASTER,3.5,PENNSYLVANIA
YORK,3.2,PENNSYLVANIA
PHILADELPHIA,0.1,PENNSYLVANIA
WESTMORELAND,2.5,PENNSYLVANIA
ALLEGHENY,2.2,PENNSYLVANIA
LAWRENCE,1.9,PENNSYLVANIA
SCHUYLKILL,2.8,PENNSYLVANIA
BUCKS,1.8,PENNSYLVANIA
LUZERNE,2.7,PENNSYLVANIA
DAUPHIN,2.3,PENNSYLVANIA
BUCKS,2.8,PENNSYLVANIA
CHESTER,2.3,PENNSYLVANIA
BUTLER,1.7,PENNSYLVANIA
WASHINGTON,2.6,PENNSYLVANIA
DAUPHIN,1.9,PENNSYLVANIA
ALLEGHENY,2.4,PENNSYLVANIA
YORK,2.3,PENNSYLVANIA
PHILADELPHIA,2.9,PENNSYLVANIA
ALLEGHENY,1.8,PENNSYLVANIA
WESTMORELAND,2.2,PENNSYLVANIA
MONTGOMERY,3.2,PENNSYLVANIA
WESTMORELAND,4.5,PENNSYLVANIA
ALLEGHENY,2.2,PENNSYLVANIA
ARMSTRONG,2,PENNSYLVANIA
DELAWARE,3.5,PENNSYLVANIA
LEHIGH,1.9,PENNSYLVANIA
DELAWARE,1.6,PENNSYLVANIA
YORK,2.5,PENNSYLVANIA
LUZERNE,4.9,PENNSYLVANIA
LUZERNE,3,PENNSYLVANIA
ERIE,1.8,PENNSYLVANIA
LUZERNE,1.9,PENNSYLVANIA
ALLEGHENY,3.6,PENNSYLVANIA
ERIE,1.4,PENNSYLVANIA
LUZERNE,3.1,PENNSYLVANIA
DAUPHIN,3.1,PENNSYLVANIA
LEHIGH,2.7,PENNSYLVANIA
DELAWARE,2.8,PENNSYLVANIA
MONTGOMERY,1.1,PENNSYLVANIA
DELAWARE,2.4,PENNSYLVANIA
ALLEGHENY,1.1,PENNSYLVANIA
SCHUYLKILL,2.8,PENNSYLVANIA
WESTMORELAND,1.7,PENNSYLVANIA
BUCKS,2.2,PENNSYLVANIA
ALLEGHENY,1.8,PENNSYLVANIA
MONROE,3.8,PENNSYLVANIA
ALLEGHENY,5.8,PENNSYLVANIA
CHESTER,4,PENNSYLVANIA
WAYNE,2.8,PENNSYLVANIA
DELAWARE,1.1,PENNSYLVANIA
ERIE,2.3,PENNSYLVANIA
NORTHAMPTON,2.8,PENNSYLVANIA
ALLEGHENY,1.8,PENNSYLVANIA
BUCKS,2.2,PENNSYLVANIA
PHILADELPHIA,3.3,PENNSYLVANIA
ALLEGHENY,1.6,PENNSYLVANIA
GREENE,2.9,PENNSYLVANIA
LUZERNE,2.1,PENNSYLVANIA
BERKS,1.6,PENNSYLVANIA
BERKS,2.1,PENNSYLVANIA
PHILADELPHIA,1.2,PENNSYLVANIA
WESTMORELAND,1.5,PENNSYLVANIA
ERIE,2.1,PENNSYLVANIA
BUCKS,3.6,PENNSYLVANIA
MONTGOMERY,2.5,PENNSYLVANIA
WESTMORELAND,2.1,PENNSYLVANIA
ALLEGHENY,0.7,PENNSYLVANIA
NORTHAMPTON,1.9,PENNSYLVANIA
CRAWFORD,2.2,PENNSYLVANIA
ALLEGHENY,2.5,PENNSYLVANIA
ALLEGHENY,3.9,PENNSYLVANIA
BERKS,2.8,PENNSYLVANIA
CAMBRIA,2.3,PENNSYLVANIA
CHESTER,2.2,PENNSYLVANIA
MONTGOMERY,4.6,PENNSYLVANIA
LUZERNE,2.3,PENNSYLVANIA
NORTHAMPTON,2.4,PENNSYLVANIA
BERKS,3.1,PENNSYLVANIA
ALLEGHENY,3,PENNSYLVANIA
LEHIGH,2.5,PENNSYLVANIA
NORTHAMPTON,4.2,PENNSYLVANIA
MONTGOMERY,2,PENNSYLVANIA
BERKS,2.6,PENNSYLVANIA
CLINTON,1.7,PENNSYLVANIA
LANCASTER,4,PENNSYLVANIA
CHESTER,1.9,PENNSYLVANIA
PHILADELPHIA,1.5,PENNSYLVANIA
PHILADELPHIA,2,PENNSYLVANIA
LAWRENCE,3.5,PENNSYLVANIA
ERIE,1.8,PENNSYLVANIA
LANCASTER,3.5,PENNSYLVANIA
SCHUYLKILL,2.6,PENNSYLVANIA
BLAIR,2.6,PENNSYLVANIA
ALLEGHENY,2,PENNSYLVANIA
BERKS,3.3,PENNSYLVANIA
MONTGOMERY,2.8,PENNSYLVANIA
PHILADELPHIA,2.3,PENNSYLVANIA
NORTHAMPTON,3.2,PENNSYLVANIA
YORK,3,PENNSYLVANIA
COLUMBIA,4,PENNSYLVANIA
LEHIGH,2.7,PENNSYLVANIA
ALLEGHENY,2.4,PENNSYLVANIA
LYCOMING,1.3,PENNSYLVANIA
WESTMORELAND,2.7,PENNSYLVANIA
ERIE,2.4,PENNSYLVANIA
ALLEGHENY,1.7,PENNSYLVANIA
DELAWARE,3.2,PENNSYLVANIA
VENANGO,1.9,PENNSYLVANIA
ALLEGHENY,2.6,PENNSYLVANIA
ALLEGHENY,2.4,PENNSYLVANIA
MONTGOMERY,1.4,PENNSYLVANIA
ALLEGHENY,1.4,PENNSYLVANIA
PHILADELPHIA,3.5,PENNSYLVANIA
LUZERNE,4.2,PENNSYLVANIA
MONTGOMERY,3,PENNSYLVANIA
ALLEGHENY,3.6,PENNSYLVANIA
BUTLER,1.4,PENNSYLVANIA
PIKE,1,PENNSYLVANIA
MONROE,2.9,PENNSYLVANIA
PHILADELPHIA,3.1,PENNSYLVANIA
SCHUYLKILL,3.6,PENNSYLVANIA
ALLEGHENY,1.4,PENNSYLVANIA
MONTGOMERY,1.9,PENNSYLVANIA
ALLEGHENY,2.7,PENNSYLVANIA
ALLEGHENY,1.5,PENNSYLVANIA
ALLEGHENY,2.4,PENNSYLVANIA
DELAWARE,2.1,PENNSYLVANIA
MONTGOMERY,1.5,PENNSYLVANIA
ALLEGHENY,2.5,PENNSYLVANIA
ALLEGHENY,2.8,PENNSYLVANIA
BEAVER,2.5,PENNSYLVANIA
WASHINGTON,2.6,PENNSYLVANIA
CHESTER,2.3,PENNSYLVANIA
ALLEGHENY,2.4,PENNSYLVANIA
DELAWARE,2.7,PENNSYLVANIA
BERKS,2.9,PENNSYLVANIA
LANCASTER,4.1,PENNSYLVANIA
CUMBERLAND,2.2,PENNSYLVANIA
PHILADELPHIA,1.1,PENNSYLVANIA
BUCKS,1.9,PENNSYLVANIA
LEHIGH,2.4,PENNSYLVANIA
WESTMORELAND,2.1,PENNSYLVANIA
DELAWARE,2.6,PENNSYLVANIA
MONTGOMERY,5.9,PENNSYLVANIA
MCKEAN,1.9,PENNSYLVANIA
NORTHAMPTON,5.4,PENNSYLVANIA
ALLEGHENY,2.1,PENNSYLVANIA
PHILADELPHIA,5.2,PENNSYLVANIA
NORTHAMPTON,3.9,PENNSYLVANIA
NORTHAMPTON,2.4,PENNSYLVANIA
ALLEGHENY,3.2,PENNSYLVANIA
LEBANON,3.1,PENNSYLVANIA
FRANKLIN,1.8,PENNSYLVANIA
DELAWARE,1.8,PENNSYLVANIA
DELAWARE,1.6,PENNSYLVANIA
WASHINGTON,1.5,PENNSYLVANIA
LEHIGH,1.8,PENNSYLVANIA
CLINTON,2.5,PENNSYLVANIA
PIKE,3.3,PENNSYLVANIA
PHILADELPHIA,2.6,PENNSYLVANIA
LYCOMING,3,PENNSYLVANIA
BRADFORD,2.4,PENNSYLVANIA
PIKE,3.4,PENNSYLVANIA
ALLEGHENY,1.2,PENNSYLVANIA
MONTGOMERY,1.4,PENNSYLVANIA
CUMBERLAND,2.4,PENNSYLVANIA
BEAVER,3.2,PENNSYLVANIA
MONTGOMERY,2.7,PENNSYLVANIA
YORK,3,PENNSYLVANIA
MONTGOMERY,2.3,PENNSYLVANIA
NORTHUMBERLAND,3.1,PENNSYLVANIA
ALLEGHENY,3.3,PENNSYLVANIA
LANCASTER,3.3,PENNSYLVANIA
ALLEGHENY,2.2,PENNSYLVANIA
ERIE,2.4,PENNSYLVANIA
CUMBERLAND,2.2,PENNSYLVANIA
LEBANON,3.8,PENNSYLVANIA
ALLEGHENY,1.9,PENNSYLVANIA
SOMERSET,2.1,PENNSYLVANIA
ADAMS,6,PENNSYLVANIA
CHESTER,2.3,PENNSYLVANIA
LACKAWANNA,1.8,PENNSYLVANIA
DELAWARE,2.6,PENNSYLVANIA
YORK,3.4,PENNSYLVANIA
BUTLER,2.8,PENNSYLVANIA
CHESTER,2.5,PENNSYLVANIA
DELAWARE,1.3,PENNSYLVANIA
BEAVER,3,PENNSYLVANIA
BUCKS,2.4,PENNSYLVANIA
ALLEGHENY,3.8,PENNSYLVANIA
FAYETTE,3.1,PENNSYLVANIA
BUCKS,2,PENNSYLVANIA
DAUPHIN,5,PENNSYLVANIA
SCHUYLKILL,2.3,PENNSYLVANIA
CHESTER,5.6,PENNSYLVANIA
MONTGOMERY,3.5,PENNSYLVANIA
CHESTER,3.8,PENNSYLVANIA
NORTHAMPTON,3.5,PENNSYLVANIA
CRAWFORD,3.6,PENNSYLVANIA
BRADFORD,4.1,PENNSYLVANIA
YORK,3.2,PENNSYLVANIA
BUCKS,2.8,PENNSYLVANIA
BEAVER,1.6,PENNSYLVANIA
MONTGOMERY,2.6,PENNSYLVANIA
LANCASTER,5.1,PENNSYLVANIA
WARREN,1.7,PENNSYLVANIA
BUCKS,2.8,PENNSYLVANIA
ERIE,3.1,PENNSYLVANIA
PHILADELPHIA,4.2,PENNSYLVANIA
DELAWARE,2.5,PENNSYLVANIA
NORTHAMPTON,2.4,PENNSYLVANIA
CENTRE,2.1,PENNSYLVANIA
ALLEGHENY,2.8,PENNSYLVANIA
BUTLER,1.4,PENNSYLVANIA
CLEARFIELD,1.7,PENNSYLVANIA
UNION,2.2,PENNSYLVANIA
ALLEGHENY,2.2,PENNSYLVANIA
LEHIGH,4.8,PENNSYLVANIA
BERKS,4.6,PENNSYLVANIA
WESTMORELAND,2.7,PENNSYLVANIA
DAUPHIN,2.9,PENNSYLVANIA
PHILADELPHIA,2.5,PENNSYLVANIA
COLUMBIA,1.8,PENNSYLVANIA
YORK,3.8,PENNSYLVANIA
ELK,3.6,PENNSYLVANIA
BRADFORD,1.8,PENNSYLVANIA
LYCOMING,4.5,PENNSYLVANIA
ALLEGHENY,5.2,PENNSYLVANIA
WASHINGTON,4.1,PENNSYLVANIA
ALLEGHENY,2.9,PENNSYLVANIA
PHILADELPHIA,1.2,PENNSYLVANIA
LANCASTER,4.8,PENNSYLVANIA
WYOMING,2.6,PENNSYLVANIA
CHESTER,2.7,PENNSYLVANIA
NORTHUMBERLAND,3.2,PENNSYLVANIA
ALLEGHENY,2.6,PENNSYLVANIA
ALLEGHENY,3.5,PENNSYLVANIA
MERCER,4.5,PENNSYLVANIA
PHILADELPHIA,2.4,PENNSYLVANIA
LANCASTER,3.8,PENNSYLVANIA
MONTGOMERY,2.9,PENNSYLVANIA
LUZERNE,2.7,PENNSYLVANIA
BERKS,2.7,PENNSYLVANIA
ALLEGHENY,4,PENNSYLVANIA
WESTMORELAND,3.3,PENNSYLVANIA
SCHUYLKILL,2.4,PENNSYLVANIA
BERKS,2.6,PENNSYLVANIA
MONTGOMERY,4.9,PENNSYLVANIA
INDIANA,3,PENNSYLVANIA
ALLEGHENY,3,PENNSYLVANIA
DELAWARE,5.3,PENNSYLVANIA
DELAWARE,2.2,PENNSYLVANIA
LYCOMING,3.2,PENNSYLVANIA
YORK,2.5,PENNSYLVANIA
WARREN,2.2,PENNSYLVANIA
LEHIGH,2.3,PENNSYLVANIA
LANCASTER,2.3,PENNSYLVANIA
BUCKS,2.3,PENNSYLVANIA
LANCASTER,4,PENNSYLVANIA
COLUMBIA,1.8,PENNSYLVANIA
WASHINGTON,2.4,PENNSYLVANIA
NORTHAMPTON,3.3,PENNSYLVANIA
MONTGOMERY,1.4,PENNSYLVANIA
BEAVER,1.9,PENNSYLVANIA
LUZERNE,3,PENNSYLVANIA
LYCOMING,1.7,PENNSYLVANIA
WESTMORELAND,2.1,PENNSYLVANIA
SCHUYLKILL,2.8,PENNSYLVANIA
WASHINGTON,1.6,PENNSYLVANIA
ALLEGHENY,2.3,PENNSYLVANIA
CHESTER,4.1,PENNSYLVANIA
DELAWARE,2.6,PENNSYLVANIA
ALLEGHENY,0.6,PENNSYLVANIA
LACKAWANNA,2.7,PENNSYLVANIA
WESTMORELAND,3,PENNSYLVANIA
PHILADELPHIA,3.2,PENNSYLVANIA
WESTMORELAND,2.5,PENNSYLVANIA
ALLEGHENY,1.5,PENNSYLVANIA
ALLEGHENY,6.9,PENNSYLVANIA
LAWRENCE,1.9,PENNSYLVANIA
BEAVER,3.9,PENNSYLVANIA
INDIANA,2.9,PENNSYLVANIA
ALLEGHENY,1.8,PENNSYLVANIA
ARMSTRONG,2.1,PENNSYLVANIA
WESTMORELAND,1.1,PENNSYLVANIA
LACKAWANNA,1.8,PENNSYLVANIA
BUTLER,2.7,PENNSYLVANIA
INDIANA,4.3,PENNSYLVANIA
LUZERNE,3.3,PENNSYLVANIA
ALLEGHENY,5.7,PENNSYLVANIA
MONTGOMERY,2.3,PENNSYLVANIA
MCKEAN,1.6,PENNSYLVANIA
MONTGOMERY,2.4,PENNSYLVANIA
NORTHUMBERLAND,1.9,PENNSYLVANIA
DAUPHIN,3.5,PENNSYLVANIA
LEBANON,1.8,PENNSYLVANIA
BUTLER,2.8,PENNSYLVANIA
BUCKS,3.5,PENNSYLVANIA
ERIE,2,PENNSYLVANIA
BLAIR,2.9,PENNSYLVANIA
LANCASTER,2.8,PENNSYLVANIA
CHESTER,2.8,PENNSYLVANIA
ADAMS,3,PENNSYLVANIA
MONROE,3.1,PENNSYLVANIA
MONTGOMERY,2.6,PENNSYLVANIA
LYCOMING,2,PENNSYLVANIA
LUZERNE,1.6,PENNSYLVANIA
BEAVER,3.4,PENNSYLVANIA
DELAWARE,3.1,PENNSYLVANIA
BUTLER,1.4,PENNSYLVANIA
MONTGOMERY,1.1,PENNSYLVANIA
LAWRENCE,3.8,PENNSYLVANIA
CAMBRIA,2.4,PENNSYLVANIA
LUZERNE,2.8,PENNSYLVANIA
PHILADELPHIA,3.9,PENNSYLVANIA
NORTHAMPTON,3.8,PENNSYLVANIA
CHESTER,3.6,PENNSYLVANIA
LUZERNE,2.9,PENNSYLVANIA
LEBANON,5.1,PENNSYLVANIA
LACKAWANNA,2.7,PENNSYLVANIA
MONROE,2.7,PENNSYLVANIA
BUCKS,2.1,PENNSYLVANIA
VENANGO,1.8,PENNSYLVANIA
ALLEGHENY,1.8,PENNSYLVANIA
ALLEGHENY,2.9,PENNSYLVANIA
BEAVER,2.9,PENNSYLVANIA
BERKS,2.6,PENNSYLVANIA
NORTHAMPTON,3.3,PENNSYLVANIA
CLARION,3.4,PENNSYLVANIA
FRANKLIN,2.1,PENNSYLVANIA
LUZERNE,6,PENNSYLVANIA
MONROE,2,PENNSYLVANIA
SUSQUEHANNA,2.2,PENNSYLVANIA
DELAWARE,3.6,PENNSYLVANIA
ALLEGHENY,1.7,PENNSYLVANIA
DELAWARE,2.2,PENNSYLVANIA
LACKAWANNA,1.3,PENNSYLVANIA
WESTMORELAND,3.3,PENNSYLVANIA
NORTHAMPTON,2.6,PENNSYLVANIA
LANCASTER,3.7,PENNSYLVANIA
MONTGOMERY,5.2,PENNSYLVANIA
LUZERNE,2.7,PENNSYLVANIA
MONTGOMERY,3.1,PENNSYLVANIA
PHILADELPHIA,3.8,PENNSYLVANIA
DELAWARE,2.5,PENNSYLVANIA
MONTGOMERY,3.8,PENNSYLVANIA
BEAVER,2.7,PENNSYLVANIA
ALLEGHENY,2.2,PENNSYLVANIA
DELAWARE,2,PENNSYLVANIA
NORTHAMPTON,4.9,PENNSYLVANIA
CHESTER,2.8,PENNSYLVANIA
WASHINGTON,1.6,PENNSYLVANIA
LACKAWANNA,1.9,PENNSYLVANIA
MERCER,2.3,PENNSYLVANIA
BERKS,2.7,PENNSYLVANIA
ALLEGHENY,2.5,PENNSYLVANIA
BEAVER,2.2,PENNSYLVANIA
NORTHUMBERLAND,3,PENNSYLVANIA
PIKE,4.6,PENNSYLVANIA
WESTMORELAND,2.2,PENNSYLVANIA
MONTGOMERY,3.1,PENNSYLVANIA
MERCER,1.9,PENNSYLVANIA
ALLEGHENY,1.9,PENNSYLVANIA
WESTMORELAND,3.1,PENNSYLVANIA
PERRY,2.8,PENNSYLVANIA
PHILADELPHIA,2,PENNSYLVANIA
FRANKLIN,4.1,PENNSYLVANIA
PHILADELPHIA,3,PENNSYLVANIA
ALLEGHENY,2.5,PENNSYLVANIA
BUCKS,2.1,PENNSYLVANIA
WESTMORELAND,3.9,PENNSYLVANIA
YORK,4.9,PENNSYLVANIA
BUCKS,2.2,PENNSYLVANIA
CUMBERLAND,5.9,PENNSYLVANIA
WESTMORELAND,2.5,PENNSYLVANIA
ALLEGHENY,1.9,PENNSYLVANIA
LUZERNE,3.1,PENNSYLVANIA
PERRY,1.9,PENNSYLVANIA
WESTMORELAND,2.2,PENNSYLVANIA
JEFFERSON,1.6,PENNSYLVANIA
BUCKS,3,PENNSYLVANIA
YORK,3.3,PENNSYLVANIA
FAYETTE,2.7,PENNSYLVANIA
ARMSTRONG,3.2,PENNSYLVANIA
ALLEGHENY,2.7,PENNSYLVANIA
ALLEGHENY,3.4,PENNSYLVANIA
PERRY,2.5,PENNSYLVANIA
FRANKLIN,4.8,PENNSYLVANIA
ALLEGHENY,6.4,PENNSYLVANIA
YORK,3.3,PENNSYLVANIA
MONROE,5.4,PENNSYLVANIA
ALLEGHENY,1.1,PENNSYLVANIA
ALLEGHENY,1.4,PENNSYLVANIA
ALLEGHENY,2.9,PENNSYLVANIA
LANCASTER,3.8,PENNSYLVANIA
WESTMORELAND,1.7,PENNSYLVANIA
ALLEGHENY,1.4,PENNSYLVANIA
MIFFLIN,3.9,PENNSYLVANIA
LANCASTER,4.2,PENNSYLVANIA
DAUPHIN,3.5,PENNSYLVANIA
INDIANA,3.3,PENNSYLVANIA
BUCKS,5.4,PENNSYLVANIA
INDIANA,2.4,PENNSYLVANIA
GREENE,2.2,PENNSYLVANIA
ALLEGHENY,3.7,PENNSYLVANIA
YORK,4.9,PENNSYLVANIA
MONROE,6.8,PENNSYLVANIA
BERKS,2.5,PENNSYLVANIA
SOMERSET,2.7,PENNSYLVANIA
WESTMORELAND,2.4,PENNSYLVANIA
DAUPHIN,5,PENNSYLVANIA
ALLEGHENY,6.2,PENNSYLVANIA
ALLEGHENY,3.6,PENNSYLVANIA
MONROE,3,PENNSYLVANIA
ALLEGHENY,1.9,PENNSYLVANIA
LEBANON,5.8,PENNSYLVANIA
ALLEGHENY,2.9,PENNSYLVANIA
BLAIR,2.7,PENNSYLVANIA
LYCOMING,2.2,PENNSYLVANIA
PHILADELPHIA,2.9,PENNSYLVANIA
ALLEGHENY,4.1,PENNSYLVANIA
DELAWARE,2.3,PENNSYLVANIA
LUZERNE,2.6,PENNSYLVANIA
ALLEGHENY,1.2,PENNSYLVANIA
ALLEGHENY,3.7,PENNSYLVANIA
WESTMORELAND,1.9,PENNSYLVANIA
YORK,2.5,PENNSYLVANIA
LEBANON,3,PENNSYLVANIA
YORK,3.2,PENNSYLVANIA
YORK,2.7,PENNSYLVANIA
WYOMING,1.6,PENNSYLVANIA
LUZERNE,2.1,PENNSYLVANIA
LEBANON,3.4,PENNSYLVANIA
PIKE,3.5,PENNSYLVANIA
ELK,2.9,PENNSYLVANIA
MERCER,3.1,PENNSYLVANIA
LEHIGH,5.2,PENNSYLVANIA
MONTGOMERY,2.4,PENNSYLVANIA
BEAVER,2.5,PENNSYLVANIA
PHILADELPHIA,1.5,PENNSYLVANIA
BRADFORD,3.1,PENNSYLVANIA
WESTMORELAND,2.1,PENNSYLVANIA
SCHUYLKILL,2.4,PENNSYLVANIA
MONTGOMERY,4.3,PENNSYLVANIA
PHILADELPHIA,5.8,PENNSYLVANIA
DAUPHIN,2.6,PENNSYLVANIA
BLAIR,2.2,PENNSYLVANIA
CAMBRIA,2.1,PENNSYLVANIA
PHILADELPHIA,2.4,PENNSYLVANIA
CUMBERLAND,3.3,PENNSYLVANIA
ALLEGHENY,2.3,PENNSYLVANIA
NORTHAMPTON,4.6,PENNSYLVANIA
DELAWARE,4,PENNSYLVANIA
MONTGOMERY,1.2,PENNSYLVANIA
ALLEGHENY,3.1,PENNSYLVANIA
HUNTINGDON,2.3,PENNSYLVANIA
WESTMORELAND,2.9,PENNSYLVANIA
WASHINGTON,2.3,PENNSYLVANIA
LANCASTER,4.4,PENNSYLVANIA
JEFFERSON,2,PENNSYLVANIA
CHESTER,2.7,PENNSYLVANIA
BERKS,3,PENNSYLVANIA
BUTLER,2.7,PENNSYLVANIA
ALLEGHENY,3,PENNSYLVANIA
CAMBRIA,1.2,PENNSYLVANIA
LEHIGH,3.6,PENNSYLVANIA
MONTGOMERY,1.2,PENNSYLVANIA
MONTGOMERY,2.2,PENNSYLVANIA
PHILADELPHIA,3.5,PENNSYLVANIA
SCHUYLKILL,1.4,PENNSYLVANIA
MONTGOMERY,2.7,PENNSYLVANIA
PHILADELPHIA,2.8,PENNSYLVANIA
BUCKS,4.2,PENNSYLVANIA
ALLEGHENY,2.1,PENNSYLVANIA
MONTGOMERY,2.7,PENNSYLVANIA
SUSQUEHANNA,2.2,PENNSYLVANIA
BLAIR,1.9,PENNSYLVANIA
MONTGOMERY,2.6,PENNSYLVANIA
JEFFERSON,2,PENNSYLVANIA
ALLEGHENY,2.1,PENNSYLVANIA
BUCKS,4.5,PENNSYLVANIA
ALLEGHENY,2.3,PENNSYLVANIA
LYCOMING,1.4,PENNSYLVANIA
LYCOMING,2.2,PENNSYLVANIA
CAMBRIA,2.4,PENNSYLVANIA
NORTHAMPTON,2,PENNSYLVANIA
BERKS,1.5,PENNSYLVANIA
ALLEGHENY,2.6,PENNSYLVANIA
BUCKS,2.1,PENNSYLVANIA
MONTGOMERY,6.3,PENNSYLVANIA
DAUPHIN,5.5,PENNSYLVANIA
WESTMORELAND,2.3,PENNSYLVANIA
ERIE,3.1,PENNSYLVANIA
PHILADELPHIA,3.8,PENNSYLVANIA
YORK,3.8,PENNSYLVANIA
LEBANON,3.8,PENNSYLVANIA
NORTHAMPTON,15.8,PENNSYLVANIA
NORTHUMBERLAND,2.1,PENNSYLVANIA
BLAIR,2.9,PENNSYLVANIA
PHILADELPHIA,3.5,PENNSYLVANIA
PHILADELPHIA,4.2,PENNSYLVANIA
MERCER,2.6,PENNSYLVANIA
LAWRENCE,2.6,PENNSYLVANIA
NORTHAMPTON,3,PENNSYLVANIA
LUZERNE,1.6,PENNSYLVANIA
ALLEGHENY,2.3,PENNSYLVANIA
WAYNE,1.8,PENNSYLVANIA
BUCKS,1.3,PENNSYLVANIA
WESTMORELAND,3.1,PENNSYLVANIA
ALLEGHENY,3,PENNSYLVANIA
CRAWFORD,1.7,PENNSYLVANIA
MONROE,3.2,PENNSYLVANIA
BEAVER,1.8,PENNSYLVANIA
MONTGOMERY,2,PENNSYLVANIA
ALLEGHENY,1.8,PENNSYLVANIA
CHESTER,3.4,PENNSYLVANIA
DAUPHIN,2.4,PENNSYLVANIA
WYOMING,1.4,PENNSYLVANIA
WASHINGTON,1.8,PENNSYLVANIA
ERIE,1.8,PENNSYLVANIA
WESTMORELAND,2,PENNSYLVANIA
LEBANON,2.4,PENNSYLVANIA
BEAVER,2.3,PENNSYLVANIA
CHESTER,1.6,PENNSYLVANIA
DELAWARE,2.2,PENNSYLVANIA
BEAVER,1.6,PENNSYLVANIA
MONTGOMERY,1.9,PENNSYLVANIA
MONTGOMERY,1.2,PENNSYLVANIA
ALLEGHENY,2.6,PENNSYLVANIA
ERIE,1.9,PENNSYLVANIA
INDIANA,2.1,PENNSYLVANIA
ERIE,2.2,PENNSYLVANIA
DELAWARE,2.4,PENNSYLVANIA
LUZERNE,4,PENNSYLVANIA
LYCOMING,2.4,PENNSYLVANIA
BUCKS,4.5,PENNSYLVANIA
CAMBRIA,1.5,PENNSYLVANIA
MONTGOMERY,1.1,PENNSYLVANIA
CRAWFORD,3.5,PENNSYLVANIA
PHILADELPHIA,4,PENNSYLVANIA
MCKEAN,4.4,PENNSYLVANIA
WESTMORELAND,3.3,PENNSYLVANIA
ERIE,2.1,PENNSYLVANIA
MONTGOMERY,0.6,PENNSYLVANIA
CHESTER,3.8,PENNSYLVANIA
ARMSTRONG,2.9,PENNSYLVANIA
TIOGA,2.8,PENNSYLVANIA
CUMBERLAND,3.3,PENNSYLVANIA
MONTGOMERY,2.1,PENNSYLVANIA
ALLEGHENY,3.6,PENNSYLVANIA
ERIE,1.6,PENNSYLVANIA
WASHINGTON,3.2,PENNSYLVANIA
PHILADELPHIA,4.6,PENNSYLVANIA
MONROE,3.5,PENNSYLVANIA
BEAVER,2.7,PENNSYLVANIA
YORK,3.2,PENNSYLVANIA
WASHINGTON,2.6,PENNSYLVANIA
ALLEGHENY,3.9,PENNSYLVANIA
DELAWARE,3,PENNSYLVANIA
LUZERNE,3.7,PENNSYLVANIA
MONTGOMERY,2.4,PENNSYLVANIA
ALLEGHENY,6.3,PENNSYLVANIA
WESTMORELAND,3.3,PENNSYLVANIA
WASHINGTON,2.6,PENNSYLVANIA
LANCASTER,2.4,PENNSYLVANIA
YORK,2.6,PENNSYLVANIA
UNION,3.1,PENNSYLVANIA
WESTMORELAND,1.6,PENNSYLVANIA
DELAWARE,2.4,PENNSYLVANIA
MONTGOMERY,2,PENNSYLVANIA
DELAWARE,3.4,PENNSYLVANIA
CHESTER,4,PENNSYLVANIA
